index,color,duration,genres,facenumber_in_poster,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,score
1986,Color,105,Comedy,3,English,USA,PG-13,2.50E+07,1996,6.2,1.85,0
1987,Color,110,Action,1,English,USA,R,2.50E+07,2011,5.8,2.35,0
1988,Color,116,Comedy,0,English,USA,R,2.50E+07,2006,6.7,1.85,0
1989,Color,88,Action,1,English,USA,R,1.70E+07,1991,5.9,1.85,0
1990,Color,111,Adventure,2,English,USA,R,2.50E+07,2009,7.3,2.35,1
1992,Color,95,Action,3,English,USA,PG-13,2.50E+07,2005,4.1,2.35,0
1993,Color,95,Comedy,2,English,USA,R,2.50E+07,2001,4.9,1.85,0
1994,Color,127,Biography,1,English,New Zealand,PG-13,2.50E+07,2005,7.9,2.35,1
1995,Color,105,Action,0,English,Germany,R,3.30E+07,2006,5.6,2.35,0
1996,Color,104,Action,0,English,USA,R,2.50E+07,1995,5.2,2.35,0
1997,Color,95,Comedy,7,English,USA,PG-13,1.50E+07,2005,4.1,1.85,0
1998,Color,121,Drama,0,English,Canada,R,2.50E+07,2008,6.6,1.85,0
1999,Color,92,Action,2,English,USA,R,2.50E+07,2005,2.9,2.35,0
2001,Color,107,Crime,2,English,Canada,R,2.50E+07,2005,6.5,2.35,0
2003,Color,117,Biography,0,English,USA,PG-13,2.50E+07,1998,7.2,2.35,1
2004,Color,107,Drama,3,English,UK,PG-13,2.50E+07,2008,6.8,2.35,0
2005,Color,131,Crime,2,English,Italy,R,13500000,2013,7.8,2.35,1
2006,Color,122,Crime,2,English,USA,R,2.00E+07,2009,6.7,1.85,0
2008,Color,134,Comedy,6,French,France,Not Rated,2.50E+07,2010,7.1,2.35,1
2009,Color,117,Comedy,9,English,USA,R,2.50E+07,2010,5.7,1.78,0
2012,Color,138,Crime,4,English,USA,R,2.50E+07,2013,5.3,2.35,0
2015,Color,100,Action,2,Cantonese,China,,2.50E+07,2014,6.5,2.35,0
2017,Color,119,Drama,2,English,USA,R,1.40E+07,1988,7.7,1.85,1
2018,Color,137,Adventure,4,English,France,R,2.50E+07,2012,6.1,2.35,0
2019,Color,119,Adventure,5,English,USA,PG,2.50E+07,1986,7.3,2.35,1
2020,Color,139,Drama,0,English,USA,PG,2.40E+07,2006,7.2,1.85,1
2021,Color,114,Action,1,English,USA,PG-13,1.05E+08,2015,5.3,2.35,0
2022,Color,120,Horror,5,English,USA,R,2.40E+07,1997,6.1,2.35,0
2023,Color,98,Action,0,English,USA,R,2.50E+07,2016,5.8,2.35,0
2024,Color,106,Comedy,8,English,USA,PG-13,2.40E+07,2014,5.7,2.35,0
2025,Color,98,Comedy,4,English,USA,R,2.40E+07,2000,6.7,1.85,0
2026,Color,107,Drama,0,English,USA,PG,8200000,1984,6.5,1.85,0
2027,Color,88,Comedy,4,English,USA,R,2.40E+07,2003,7.2,2.35,1
2028,Color,137,Comedy,1,English,USA,R,2.40E+07,1991,7.6,1.85,1
2029,Color,100,Horror,2,English,USA,R,2.40E+07,1998,4.6,2.35,0
2030,Color,115,Comedy,1,English,USA,PG,2.40E+07,2000,6.9,1.85,0
2031,Color,101,Comedy,7,English,USA,R,2.40E+07,2008,6.6,1.85,0
2032,Color,110,Comedy,4,English,Germany,R,2.40E+07,2000,6.3,2.35,0
2033,Color,94,Comedy,0,English,USA,R,2.50E+07,2009,6.2,2.35,0
2034,Color,88,Action,2,English,USA,PG-13,2.40E+07,2001,5.3,2.35,0
2035,Color,127,Biography,0,English,USA,R,2.40E+07,1999,7.3,1.85,1
2036,Color,95,Comedy,1,English,USA,PG-13,2.40E+07,2004,5.6,2.35,0
2037,Color,87,Adventure,0,English,USA,G,2.40E+07,1999,6.2,1.85,0
2038,Color,118,Adventure,0,English,USA,G,2.40E+07,1978,5.2,1.85,0
2039,Color,107,Comedy,1,English,USA,PG-13,2.40E+07,2000,5.3,1.85,0
2040,Color,124,Comedy,0,English,USA,R,2.40E+07,1999,5.4,2.35,0
2041,Color,89,Comedy,0,English,USA,PG-13,2.40E+07,2011,4.9,1.85,0
2042,Color,88,Comedy,0,English,USA,R,2.40E+07,2010,5.5,2.35,0
2043,Black and White,118,Biography,1,English,USA,PG-13,2.30E+07,2004,6.7,2.35,0
2045,Color,80,Action,0,English,UK,G,2.80E+07,1993,7.2,2.35,1
2046,Color,120,Drama,3,English,UK,PG,2.40E+07,2004,5.1,1.85,0
2047,Color,98,Action,1,English,USA,R,2.40E+07,2010,6.5,2.35,0
2048,Color,119,Adventure,0,Japanese,Japan,PG,2.40E+07,2004,8.2,1.85,1
2049,Color,88,Adventure,4,English,USA,R,23600000,2009,7.7,2.35,1
2050,Color,201,Action,0,English,New Zealand,PG-13,2.07E+08,2005,7.2,2.35,1
2051,Black and White,90,Comedy,0,English,USA,PG-13,2.00E+07,1998,6.1,1.85,0
2052,Color,127,Action,0,English,USA,PG,1.80E+07,1980,8.8,2.35,1
2053,Color,119,Action,0,English,USA,R,1.90E+07,1995,6.8,1.85,0
2054,Color,85,Comedy,6,English,USA,PG-13,2.30E+07,1991,6.8,1.85,0
2055,Color,98,Horror,1,English,USA,R,2.30E+07,2000,6.7,1.85,0
2056,Color,101,Drama,1,English,USA,R,12500000,2011,7.1,2.35,1
2057,Color,112,Horror,0,English,USA,R,2.30E+07,2000,7.1,2.35,1
2058,Color,97,Comedy,3,English,USA,PG-13,2.30E+07,2001,6.1,1.85,0
2059,Color,126,Drama,1,English,USA,R,2.30E+07,2013,8,1.85,1
2060,Color,106,Biography,3,English,UK,PG-13,2.30E+07,2016,7.5,2.35,1
2061,Color,97,Mystery,2,English,USA,R,2.30E+07,2001,6.6,2.35,0
2062,Color,100,Adventure,4,English,UK,PG,2.50E+07,2013,5.4,2.35,0
2063,Color,114,Comedy,2,English,USA,PG-13,2.30E+07,1999,6.1,2.35,0
2064,Color,101,Comedy,0,English,USA,PG-13,2.30E+07,2004,6.1,2.35,0
2065,Color,88,Comedy,4,English,USA,PG-13,2.30E+07,2000,5.6,1.85,0
2066,Color,93,Action,5,English,Ireland,R,2.30E+07,2011,5.8,2.35,0
2067,Color,92,Adventure,0,English,USA,PG-13,2.30E+07,1987,2.8,2.35,0
2068,Color,98,Drama,2,English,USA,PG-13,2.30E+07,1996,6.7,1.85,0
2069,Color,94,Biography,2,English,USA,PG,2.30E+07,2008,5.1,2.35,0
2070,Color,102,Drama,0,English,UK,R,2.30E+07,1999,7.2,1.85,1
2071,Color,98,Action,2,English,USA,R,2.30E+07,1991,6,1.85,0
2073,Color,111,Biography,1,French,France,PG-13,19430000,2009,6.7,2.35,0
2075,Color,100,Comedy,1,English,UK,R,2.30E+07,2009,6.2,2.35,0
2077,Color,141,Drama,2,English,USA,PG-13,2.30E+07,2004,6.2,2.35,0
2079,Color,114,Fantasy,0,English,USA,PG-13,2.50E+07,2007,6.8,2.35,0
2080,Color,96,Adventure,2,English,USA,PG,22700000,1987,7.1,1.85,1
2081,Color,111,Drama,0,English,Australia,R,22500000,2014,7.1,2.35,1
2082,Color,127,Drama,0,English,USA,PG-13,2.20E+07,1990,7,1.85,0
2083,Color,107,Comedy,1,English,USA,R,2.30E+07,1998,7.1,1.85,1
2084,Color,97,Comedy,0,English,USA,PG,2.20E+07,1994,6.4,1.85,0
2085,Color,127,Drama,0,English,USA,G,2.00E+07,2002,7,2.35,0
2086,Color,110,Comedy,0,English,USA,PG,2.20E+07,2007,6.2,2.35,0
2087,Color,135,Drama,0,English,USA,PG-13,3.50E+07,1995,7.5,1.85,1
2088,Color,84,Comedy,1,English,USA,PG-13,2.20E+07,2001,4.8,1.85,0
2090,Color,122,Comedy,3,English,USA,PG,2.20E+07,2014,7.3,2.35,1
2091,Color,114,Action,0,English,USA,PG-13,2.20E+07,1995,5.8,1.85,0
2092,Color,132,Drama,0,English,USA,PG-13,2.20E+07,2001,7.6,1.85,1
2093,Color,170,Biography,1,English,USA,PG-13,2.20E+07,2014,5.6,2.35,0
2094,Color,133,Action,0,English,UK,R,2.20E+07,2003,7,2.35,0
2095,Color,112,Drama,2,English,USA,R,2.20E+07,2005,6.6,2.35,0
2096,Color,108,Comedy,1,English,USA,R,2.10E+07,2009,6.5,1.85,0
2097,Color,115,Biography,0,English,UK,PG,2.20E+07,1993,7.4,2.35,1
2098,Color,83,Comedy,0,English,USA,R,2.20E+07,2005,4.6,1.85,0
2099,Color,105,Comedy,10,English,USA,PG-13,2.60E+07,2013,6.4,2.35,0
2100,Color,110,Drama,2,English,USA,PG-13,4.00E+07,2015,6,2.35,0
2102,Color,96,Comedy,1,English,USA,PG-13,2.20E+07,2001,5.9,1.85,0
2103,Color,94,Comedy,2,English,USA,PG,2.20E+07,2012,6.4,2.35,0
2104,Color,142,Crime,0,English,USA,R,2.20E+07,1999,6.6,1.85,0
2105,Color,104,Comedy,5,English,USA,R,2.20E+07,2001,6.9,2.35,0
2106,Color,136,Action,1,English,USA,PG-13,1.26E+08,2005,6.9,2.35,0
2107,Color,106,Crime,1,English,USA,PG-13,3.00E+07,2001,5.8,2.35,0
2108,Color,106,Comedy,5,English,UK,PG-13,2.20E+07,2016,6.4,1.85,0
2109,Color,98,Comedy,0,English,Canada,PG-13,2.20E+07,2001,5.3,1.85,0
2110,Color,100,Action,1,English,USA,R,2.20E+07,2013,6.5,2.35,0
2111,Color,95,Adventure,1,English,Germany,PG,2.20E+07,2000,5.7,1.85,0
2112,Color,107,Comedy,11,English,USA,R,2.20E+07,2004,6.7,2.35,0
2113,Color,104,Action,0,English,USA,PG-13,23500000,1993,3.9,1.85,0
2114,Color,104,Action,0,English,USA,PG-13,2.20E+07,2001,4.1,1.85,0
2115,Color,143,Comedy,2,English,USA,G,2.50E+07,1970,6.2,2.35,0
2116,Color,77,Comedy,0,English,USA,PG,2.20E+07,1999,3.8,2.35,0
2117,Color,96,Action,0,English,France,PG-13,2.50E+07,2015,5.1,2.35,0
2119,Color,145,Drama,1,Dutch,Netherlands,R,2.10E+07,2006,7.8,2.35,1
2120,Color,116,Drama,0,French,France,PG-13,2.20E+07,2005,7.8,2.35,1
2121,Color,100,Action,5,English,USA,R,2.00E+06,2012,6.1,2.35,0
2122,Color,104,Comedy,3,English,USA,PG-13,2.20E+07,2008,5.8,2.35,0
2123,Color,92,Drama,1,English,UK,R,2.20E+07,2014,6.3,2.35,0
2125,Color,105,Drama,1,English,USA,R,2.20E+07,2010,5.4,2.35,0
2126,Color,120,Comedy,1,French,France,PG-13,1.60E+07,2007,7.3,2.35,1
2127,Color,116,Crime,0,English,USA,R,2.20E+07,2013,6.8,2.35,0
2128,Color,119,Crime,0,English,USA,R,2.50E+07,2007,7.3,2.35,1
2129,Color,101,Adventure,3,English,USA,PG-13,21500000,1996,6.5,1.85,0
2130,Color,117,Crime,1,English,USA,R,21500000,1999,7.2,2.35,1
2132,Color,112,Comedy,0,English,USA,R,1.70E+07,2012,6.3,1.85,0
2133,Color,136,Action,1,English,USA,PG,2.10E+07,1982,5.9,2.35,0
2134,Color,81,Animation,1,English,USA,R,2.10E+07,1999,7.8,1.85,1
2135,Color,87,Comedy,0,English,USA,R,9.00E+06,2007,7.4,1.85,1
2136,Color,96,Action,0,English,USA,PG,1.70E+07,1993,4.8,1.85,0
2137,Color,106,Drama,3,English,USA,PG-13,2.10E+07,2001,6.3,1.85,0
2138,Color,122,Comedy,0,English,USA,R,2.10E+07,2012,7.8,2.35,1
2139,Color,123,Biography,1,English,Germany,PG-13,2.10E+07,2007,7.5,1.85,1
2141,Color,92,Action,0,English,France,PG-13,2.10E+07,2002,6.8,2.35,0
2142,Color,110,Action,1,English,USA,PG-13,2.00E+07,2008,6.6,2.35,0
2143,Black and White,104,Horror,1,English,USA,R,2.10E+07,1999,4.6,1.85,0
2145,Color,98,Comedy,2,English,USA,R,1.70E+07,2009,7.1,2.35,1
2146,Color,120,Comedy,1,English,USA,PG-13,2.10E+07,2008,6.1,2.35,0
2147,Color,112,Drama,3,English,USA,PG-13,2.10E+07,2002,6.7,2.35,0
2148,Color,127,Drama,1,English,France,R,2.00E+07,2011,7.1,2.35,1
2149,Color,102,Comedy,1,English,USA,PG-13,2.10E+07,1999,5.8,1.85,0
2150,Color,91,Drama,0,English,USA,PG-13,2.10E+07,2011,6.7,2.35,0
2151,Color,114,Comedy,2,English,USA,R,3.50E+07,1982,5.8,2.35,0
2152,Color,115,Horror,0,English,Canada,R,3.10E+07,1999,6.8,1.85,0
2153,Color,115,Action,1,English,USA,PG,1.80E+07,1981,8.5,2.35,1
2154,Color,120,Adventure,2,English,USA,PG,1.80E+07,1992,6.6,1.85,0
2155,Color,135,Drama,0,English,USA,PG,19400870,1977,7.7,2.35,1
2156,Color,90,Drama,0,English,USA,PG-13,2.00E+07,2006,4.7,2.35,0
2157,Color,100,Action,1,English,USA,R,2.80E+07,1987,6.4,2.35,0
2158,Color,105,Comedy,2,English,USA,PG-13,3.30E+07,2003,5.5,2.35,0
2159,Color,138,Crime,0,English,USA,R,1.90E+07,1991,8.6,1.85,1
2160,Color,94,Comedy,2,English,USA,PG-13,2.00E+07,1992,7,1.85,0
2161,Color,101,Action,1,English,USA,R,2.00E+07,2010,7.1,1.78,1
2162,Color,131,Adventure,0,English,USA,PG,2.00E+07,1978,5.7,2.35,0
2163,Color,91,Adventure,1,English,USA,PG,2.00E+07,2008,3.7,2.35,0
2164,Color,112,Horror,0,English,USA,R,2.00E+07,2013,7.5,2.35,1
2165,Color,95,Adventure,2,English,USA,PG,3.20E+07,2005,4.6,1.85,0
2166,Color,100,Comedy,0,English,USA,R,2.00E+07,2014,4.9,1.85,0
2167,Color,105,Drama,0,English,USA,PG-13,2.00E+07,2007,6.9,1.85,0
2168,Color,108,Comedy,1,English,USA,PG-13,3.50E+07,2003,7.1,1.85,1
2169,Color,101,Action,0,English,USA,PG-13,1.80E+07,1995,5.8,1.85,0
2170,Color,114,Drama,0,English,USA,PG-13,3.00E+07,2004,7,2.35,0
2171,Color,109,Comedy,4,English,USA,PG-13,3.70E+07,2004,5.4,1.85,0
2172,Color,115,Comedy,0,English,USA,R,2.00E+07,2011,7.3,2.35,1
2173,Black and White,117,Adventure,0,English,USA,PG,2.00E+07,2003,7.1,1.85,1
2174,Color,107,Drama,1,English,USA,PG,2.00E+07,2010,5.8,2.35,0
2175,Color,134,Biography,0,English,USA,R,2.00E+07,2013,8.1,2.35,1
2176,Color,118,Comedy,0,English,USA,PG-13,2.00E+07,2002,5.7,2.35,0
2177,Color,121,Comedy,8,English,USA,PG-13,2.00E+07,2010,4.4,1.85,0
2178,Color,105,Fantasy,0,English,USA,PG-13,2.00E+07,1990,7.9,1.85,1
2179,Color,110,Drama,0,English,UK,PG-13,2.00E+07,2016,7.6,2.35,1
2180,Color,114,Comedy,5,English,USA,PG-13,2.00E+07,2012,4.8,1.85,0
2183,Color,85,Comedy,0,English,USA,PG-13,2.00E+07,2006,2.7,1.85,0
2184,Color,72,Adventure,1,English,USA,G,2.00E+07,2002,5.8,1.66,0
2185,Color,128,Biography,0,English,UK,PG-13,2.00E+07,2014,7.5,2.35,1
2186,Color,72,Adventure,0,English,USA,G,2.00E+07,2003,5.4,1.85,0
2187,Color,89,Drama,0,English,USA,PG-13,2.00E+07,2005,4.1,1.85,0
2188,Color,96,Drama,0,English,USA,PG-13,2.00E+07,2007,5.9,2.35,0
2189,Color,77,Animation,0,English,USA,G,3.00E+07,2000,6.3,1.78,0
2191,Color,111,Adventure,0,English,USA,PG,2.00E+07,2015,6.8,2.35,0
2193,Color,93,Adventure,11,English,USA,PG-13,2.00E+07,2007,2.3,1.85,0
2194,Color,129,Adventure,0,English,USA,R,2.00E+07,1982,6.9,2.35,0
2195,Color,128,Biography,2,English,USA,R,2.00E+07,2015,8.1,1.85,1
2196,Color,110,Crime,1,English,USA,PG-13,2.20E+07,2008,6.1,2.35,0
2197,Color,137,Horror,0,English,USA,PG-13,2.00E+07,2006,5,1.85,0
2198,Color,124,Comedy,1,English,USA,R,2.00E+07,1998,5.5,1.85,0
2199,Color,93,Adventure,2,English,USA,PG,2.00E+07,1991,6.2,1.85,0
2200,Color,115,Comedy,1,English,USA,PG-13,2.00E+07,2006,6.2,2.35,0
2202,Color,105,Crime,1,English,USA,R,2.00E+07,2010,6.3,2.35,0
2203,Color,127,Biography,1,English,USA,PG,2.00E+07,1997,6.7,2.35,0
2204,Color,82,Comedy,7,English,USA,PG-13,2.00E+07,2010,3.5,1.85,0
2205,Color,143,Drama,3,English,France,R,2.50E+07,2006,7.5,1.85,1
2206,Color,103,Comedy,8,English,USA,R,19800000,2014,6.6,2.35,0
2207,Color,104,Drama,0,English,USA,PG-13,2.00E+07,2008,7.5,1.85,1
2208,Color,98,Action,5,English,USA,R,3.00E+07,2004,7.2,2.35,1
2209,Color,92,Horror,0,English,USA,R,1.10E+07,2013,4.8,2.35,0
2210,Color,123,Crime,0,English,USA,R,2.00E+07,1995,6.6,2.35,0
2211,Color,88,Comedy,8,English,USA,PG-13,2.00E+07,2013,3.5,1.85,0
2213,Color,128,Biography,1,English,USA,R,2.00E+07,2008,7.6,1.85,1
2214,Color,107,Action,2,English,USA,PG-13,2.00E+07,2016,6.3,2.35,0
2215,Color,91,Horror,0,English,USA,R,3.50E+07,2002,5.5,1.85,0
2216,Color,90,Adventure,4,English,USA,R,1.90E+07,2011,6.3,2.35,0
2217,Color,115,Crime,3,English,USA,R,2.00E+07,1998,6.5,2.35,0
2219,Color,113,Drama,3,English,USA,R,2.00E+07,2010,6.9,2.35,0
2220,Color,113,Comedy,0,English,UK,R,2.00E+07,2000,7.6,1.85,1
2221,Color,87,Horror,1,English,Japan,PG-13,2.70E+07,2008,3.9,1.85,0
2222,Color,101,Crime,1,English,USA,R,2.00E+07,1996,6.1,1.85,0
2223,Color,111,Crime,0,English,UK,R,2.00E+07,2008,7.3,2.35,1
2224,Color,108,Drama,1,English,USA,R,2.00E+07,2004,8.3,1.85,1
2225,Color,105,Comedy,6,English,USA,PG,2.00E+07,2010,5.8,2.35,0
2226,Color,109,Action,4,English,USA,R,2.00E+07,2008,6.8,2.35,0
2227,Color,109,Action,6,English,UK,R,2.00E+07,2013,7,2.35,0
2228,Color,99,Comedy,5,English,USA,PG,2.00E+07,2007,5.9,2.35,0
2229,Color,98,Action,0,English,Australia,R,2.00E+07,2009,6.5,2.35,0
2230,Color,104,Comedy,1,English,USA,R,2.00E+07,2010,6.4,2.35,0
2231,Color,109,Adventure,3,English,Hungary,PG,2.00E+07,2011,5.8,1.85,0
2232,Color,75,Horror,0,English,USA,PG-13,9.00E+06,2006,5.1,2.35,0
2233,Color,119,Action,1,English,Australia,PG-13,2.00E+07,1990,6.8,2.35,0
2234,Color,90,Adventure,0,English,USA,PG,2.00E+07,2010,5.3,1.85,0
2235,Color,97,Action,0,English,USA,PG-13,2.00E+07,2006,5.3,2.35,0
2237,Color,89,Comedy,4,English,USA,PG,4.00E+07,2009,4.9,1.85,0
2238,Color,106,Comedy,0,English,USA,R,2.00E+07,1995,6.8,1.85,0
2241,Color,104,Action,0,English,USA,R,2.00E+07,1998,6.1,2.35,0
2243,Black and White,108,Horror,2,English,USA,R,806947,1960,8.5,1.85,1
2244,Color,112,Comedy,3,English,USA,R,4.00E+07,2008,5.9,1.85,0
2245,Color,104,Drama,0,English,USA,PG-13,2.00E+07,2014,6.3,2.35,0
2246,Color,113,Comedy,3,English,USA,R,2.00E+07,2007,5.9,2.35,0
2247,Color,98,Comedy,0,English,USA,PG,2.00E+07,1981,5.4,1.78,0
2249,Color,114,Comedy,2,English,USA,PG,3.00E+07,1998,6.9,1.85,0
2250,Color,124,Drama,2,English,USA,R,2.00E+07,2007,7.5,2.35,1
2251,Color,148,Adventure,0,English,USA,R,1.50E+07,2007,8.2,2.35,1
2252,Color,108,Comedy,1,English,USA,PG-13,2.00E+07,2006,5.9,2.35,0
2253,Color,95,Adventure,0,English,France,R,2.00E+07,2012,5,2.35,0
2254,Color,108,Crime,2,English,USA,R,1.90E+07,1996,7.3,1.85,1
2255,Color,68,Animation,0,English,USA,G,2.00E+07,2005,6.4,1.85,0
2256,Color,103,Comedy,1,English,USA,PG-13,2.00E+07,1995,6.6,1.85,0
2257,Color,99,Action,1,Cantonese,Hong Kong,R,2.00E+07,2004,7.8,2.35,1
2259,Color,88,Comedy,1,English,USA,G,3.50E+07,2002,4,1.85,0
2260,Color,128,Drama,0,Dari,USA,PG-13,2.00E+07,2007,7.6,2.35,1
2261,Color,124,Drama,0,English,USA,R,2.00E+07,2003,7.7,1.85,1
2262,Color,84,Action,0,English,USA,PG-13,2.00E+07,2004,5.8,2.35,0
2263,Color,122,Drama,1,English,USA,PG-13,3.70E+07,2008,5.2,2.35,0
2264,Color,101,Comedy,3,English,USA,PG-13,2.00E+07,2003,5.6,1.85,0
2265,Color,98,Comedy,2,English,USA,PG-13,2.00E+07,2000,5.3,1.85,0
2267,Color,225,Biography,6,English,USA,G,2.00E+07,1965,6.6,2.76,0
2269,Color,88,Comedy,0,English,USA,PG-13,2.50E+07,2008,1.9,1.85,0
2270,Color,88,Action,6,English,USA,PG-13,2.70E+07,2009,5.7,2.35,0
2271,Color,94,Action,1,English,USA,PG,2.00E+07,1997,6.6,1.85,0
2272,Color,117,Comedy,1,English,USA,R,2.00E+07,2011,6,1.85,0
2273,Color,95,Action,2,English,France,PG-13,2.00E+07,2012,6.1,2.35,0
2274,Color,99,Comedy,1,English,USA,PG-13,4.00E+07,2004,4.8,1.85,0
2275,Color,96,Action,0,English,USA,R,2.00E+07,2009,6.2,1.85,0
2276,Color,98,Comedy,4,English,USA,R,2.00E+07,1994,7.5,1.85,1
2277,Color,123,Biography,0,English,USA,PG,2.00E+07,2006,6.3,2.35,0
2278,Color,101,Drama,2,English,UK,R,3.00E+07,2002,7.1,2.35,1
2279,Color,102,Comedy,1,English,USA,R,2.20E+07,2005,6.6,1.85,0
2280,Black and White,94,Action,2,English,USA,R,2.00E+07,2002,6.1,2.35,0
2281,Color,102,Comedy,3,English,USA,PG-13,2.00E+07,2008,6.7,1.85,0
2282,Color,108,Action,1,English,USA,PG-13,2.20E+07,2009,5.6,2.35,0
2283,Color,116,Drama,0,English,UK,R,2.00E+07,2010,7.2,2.35,1
2284,Color,93,Action,0,English,USA,PG,2.00E+07,1994,4.3,1.85,0
2285,Color,102,Comedy,2,English,UK,PG-13,2.00E+07,2008,6.4,2.35,0
2286,Color,103,Comedy,1,English,UK,R,2.00E+07,2005,7.1,1.85,1
2287,Color,115,Action,3,English,USA,R,2.00E+07,2016,6.3,2.35,0
2288,Color,96,Comedy,2,English,USA,R,2.00E+07,1997,7.4,1.85,1
2289,Color,98,Comedy,2,English,Australia,PG-13,2.00E+07,1999,6.1,1.37,0
2290,Color,101,Comedy,1,English,USA,R,2.00E+07,2015,6.6,2.35,0
2291,Color,106,Comedy,0,English,USA,PG-13,2.00E+07,1989,6,2.35,0
2292,Color,101,Comedy,0,English,USA,R,2.00E+07,1996,6.8,1.85,0
2293,Color,87,Comedy,0,English,USA,R,9.00E+06,2007,7.4,1.85,1
2294,Color,111,Action,0,English,USA,R,2.00E+07,2007,6.8,2.35,0
2295,Color,99,Adventure,1,English,USA,PG-13,2.10E+07,2009,7.2,2.35,1
2296,Color,88,Comedy,3,English,Germany,PG,2.00E+07,2004,1.9,2.35,0
2297,Color,83,Action,2,English,Germany,PG-13,3.30E+07,2005,5.5,1.85,0
2298,Color,91,Action,3,English,USA,PG-13,2.00E+07,2007,4.5,1.85,0
2299,Color,108,Comedy,3,English,USA,PG-13,2.00E+07,2004,6.3,1.85,0
2301,Color,148,Comedy,0,English,USA,R,2.00E+07,2014,6.7,1.85,0
2302,Color,77,Adventure,0,English,USA,G,2.00E+07,2006,2.8,1.85,0
2303,Color,110,Drama,19,English,USA,PG-13,2.00E+07,2013,5,1.85,0
2305,Color,83,Comedy,2,English,USA,PG-13,1.20E+07,2008,4.3,2.35,0
2306,Color,107,Action,7,English,Russia,R,2.00E+07,2013,5.6,1.85,0
2307,Color,100,Drama,0,English,Canada,PG-13,2.20E+07,2003,6.2,2.35,0
2308,Color,87,Adventure,4,English,USA,R,2.00E+07,2008,5.3,2.35,0
2309,Color,154,Biography,1,English,UK,R,1.00E+07,1999,7.4,1.66,1
2310,Color,106,Drama,0,English,Mexico,PG-13,2.00E+07,2015,7.4,2.35,1
2311,Color,99,Biography,3,English,UK,R,1.50E+07,2011,6.5,1.85,0
2312,Color,100,Animation,0,English,USA,R,8700000,2006,7.1,1.85,1
2313,Color,116,Biography,2,English,USA,PG,2.00E+07,2012,7.2,1.85,1
2314,Color,94,Horror,0,English,Canada,R,2.00E+07,2005,2.3,2.35,0
2315,Color,111,Comedy,3,English,USA,PG,2.00E+07,2009,6.4,2.35,0
2316,Color,100,Drama,1,English,USA,R,2.00E+07,2004,6.1,1.85,0
2317,Color,125,Action,0,English,USA,R,2.00E+07,2014,7,2.35,0
2319,Color,119,Biography,0,English,USA,PG-13,2.00E+07,2008,7,2.35,0
2320,Black and White,135,Biography,0,English,USA,R,2.00E+07,2007,7,2.35,0
2321,Color,93,Action,3,English,USA,PG-13,2.00E+07,2012,4.9,2.35,0
2322,Color,114,Adventure,4,English,USA,PG-13,2.00E+07,2008,6.9,2.35,0
2323,Color,124,Comedy,0,English,USA,R,2.10E+07,2008,7.5,2.35,1
2324,Color,134,Adventure,0,Japanese,Japan,PG-13,2.40E+09,1997,8.4,1.85,1
2325,Black and White,114,Comedy,5,French,France,PG-13,2.00E+07,2003,6.9,2.35,0
2326,Color,124,Biography,0,English,USA,PG,2.00E+07,1980,4.5,2.35,0
2327,Color,104,Crime,1,English,Australia,R,2.00E+06,2005,7.4,2.35,1
2328,Color,118,Biography,4,English,USA,PG,2.00E+07,2015,7,2.35,0
2329,Color,80,Comedy,2,English,USA,R,2.00E+07,2003,2.8,1.85,0
2330,Color,107,Action,2,English,USA,R,2.00E+07,2002,7.5,2.35,1
2331,Color,125,Drama,4,English,Australia,R,4.00E+07,2008,7.1,2.35,1
2332,Color,115,Crime,2,English,USA,R,2.40E+07,2000,6.4,2.35,0
2334,Color,122,Drama,0,English,USA,R,1.00E+07,2015,5.3,2.35,0
2335,Color,103,Action,1,Japanese,Japan,PG-13,2127519898,2004,6.9,1.85,0
2336,Color,101,Drama,0,English,USA,PG,2.00E+07,2005,6.2,2.35,0
2338,Color,107,Action,1,English,USA,R,2.00E+07,1994,6.4,2.35,0
2340,Color,118,Comedy,0,French,France,,1.40E+08,1998,6,2.35,0
2341,Color,107,Action,1,English,USA,PG-13,2.00E+07,2010,5.1,2.35,0
2342,Color,100,Crime,3,English,USA,R,2.20E+07,2002,5.5,1.85,0
2344,Color,110,Comedy,2,English,USA,PG-13,2.00E+07,2010,5.4,2.35,0
2355,Color,125,Drama,0,Mandarin,China,PG-13,19400000,2006,7.5,2.35,1
2356,Color,184,Action,2,German,Germany,R,2.00E+07,2008,7.4,1.85,1
2357,Color,236,Adventure,1,English,USA,PG-13,2.20E+07,1990,8,2.35,1
2358,Color,97,Comedy,0,English,USA,R,2.00E+07,2011,5.7,1.85,0
2359,Color,113,Crime,1,English,USA,R,1.90E+07,1989,6.8,1.85,0
2360,Color,95,Comedy,2,English,USA,PG,2.00E+07,2004,5.9,1.85,0
2361,Color,103,Horror,0,English,USA,R,1.50E+07,1996,7.2,2.35,1
2362,Color,91,Horror,0,English,USA,R,2.00E+07,2001,5.5,1.33,0
2364,Color,116,Adventure,0,English,USA,PG,1.90E+07,1985,8.5,1.18,1
2365,Color,93,Horror,0,English,USA,R,1.90E+07,1999,5.6,1.37,0
2366,Color,113,Comedy,6,English,USA,PG-13,1.30E+07,2009,4.1,1.85,0
2368,Color,101,Comedy,2,English,USA,PG-13,1.90E+07,2010,6.1,2.35,0
