"","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"1592","Color","Tom Vaughan",126,106,12,946,"Brendan Fraser",11000,11854694,"Drama","Harrison Ford","Extraordinary Measures",14281,17560,"Alan Ruck",2,64,"English","USA","PG",3.1e+07,2010,3000,6.5,1.85,0
"1593","Color","Boaz Yakin",157,120,132,1000,"Denzel Washington",33000,115648585,"Biography","Ryan Gosling","Remember the Titans",160776,54877,"Ethan Suplee",1,402,"English","USA","PG",3e+07,2000,18000,7.8,2.35,0
"1594","Color","John McTiernan",104,135,323,495,"Jeffrey Jones",826,122012643,"Action","Scott Glenn","The Hunt for Red October",143696,2575,"Courtney B. Vance",1,241,"English","USA","PG",3e+07,1990,692,7.6,2.35,0
"1595","Color","Lee Daniels",304,132,304,898,"David Oyelowo",15000,116631310,"Biography","Alex Pettyfer","Lee Daniels' The Butler",87665,20035,"Vanessa Redgrave",0,323,"English","USA","PG-13",3e+07,2013,1000,7.2,1.85,41000
"1596","Black and White","Rawson Marshall Thurber",191,92,43,936,"Stephen Root",989,114324072,"Comedy","Gary Cole","Dodgeball: A True Underdog Story",185338,4730,"Joel David Moore",0,392,"English","USA","PG-13",2e+07,2004,939,6.7,2.35,0
"1597","Color","Barry Sonnenfeld",55,99,188,436,"Raul Julia",1000,113502246,"Comedy","Anjelica Huston","The Addams Family",96607,3696,"Carel Struycken",0,125,"English","USA","PG-13",3.8e+07,1991,1000,6.8,1.85,5000
"1598","Color","Steve Oedekerk",59,90,176,460,"Bob Gunton",531,108360000,"Adventure","Bruce Spence","Ace Ventura: When Nature Calls",160321,2203,"Sophie Okonedo",0,178,"English","USA","PG-13",3e+07,1995,461,6.3,2.35,0
"1599","Color","Garry Marshall",108,111,0,529,"Hector Elizondo",11000,108244774,"Comedy","Anne Hathaway","The Princess Diaries",94049,13645,"Heather Matarazzo",2,301,"English","USA","G",3.7e+07,2001,995,6.2,1.85,0
"1600","Color","Hugh Wilson",50,103,37,452,"Elizabeth Berkley",944,105444419,"Comedy","Stockard Channing","The First Wives Club",31817,3143,"Stephen Collins",3,117,"English","USA","PG",2.6e+07,1996,893,6.2,1.85,0
"1601","Color","David Fincher",216,127,21000,360,"Brad Pitt",11000,100125340,"Crime","Morgan Freeman","Se7en",1023511,22678,"Reg E. Cathey",0,1080,"English","USA","R",3.3e+07,1995,11000,8.6,2.35,39000
"1602","Color","Neill Blomkamp",472,112,662,107,"Jed Brophy",2000,115646235,"Action","Sharlto Copley","District 9",531737,2639,"Jason Cope",0,1262,"English","South Africa","R",3e+07,2009,433,8,1.85,22000
"1603","Color","Stephen Hillenburg",89,87,47,217,"Bill Fagerbakke",19000,85416609,"Adventure","Scarlett Johansson","The SpongeBob SquarePants Movie",58906,20097,"Rodger Bumpass",0,186,"English","USA","PG",3e+07,2004,542,7,1.85,0
"1604","Color","Clint Eastwood",229,138,16000,262,"Spencer Treat Clark",616,90135191,"Crime","John Doman","Mystic River",338415,1942,"Tom Guiry",0,935,"English","USA","R",2.5e+07,2003,541,8,2.35,12000
"1605","Color","Clint Eastwood",268,132,16000,567,"Morgan Freeman",16000,100422786,"Drama","Clint Eastwood","Million Dollar Baby",482064,28830,"Mike Colter",1,1106,"English","USA","PG-13",3e+07,2004,11000,8.1,2.35,14000
"1606","Color","Harold Ramis",145,103,11000,636,"Chazz Palminteri",22000,106694016,"Comedy","Robert De Niro","Analyze This",123940,24333,"Molly Shannon",2,337,"English","USA","R",3e+07,1999,979,6.7,1.85,0
"1607","Color","Nick Cassavetes",177,123,415,545,"Kevin Connolly",33000,64286,"Drama","Ryan Gosling","The Notebook",396396,34495,"Gena Rowlands",0,1111,"English","USA","PG-13",2.9e+07,2004,638,7.9,2.35,57000
"1608","Color","Anne Fletcher",175,111,98,71,"Bern Cohen",2000,76806312,"Comedy","Judy Greer","27 Dresses",124501,2978,"Yetta Gottesman",1,154,"English","USA","PG-13",3e+07,2008,805,6.1,2.35,0
"1609","Color","Peter Chelsom",131,102,23,635,"Vanessa Williams",1000,79566871,"Comedy","Emily Osment","Hannah Montana: The Movie",31760,4516,"Moises Arias",2,140,"English","USA","G",3e+07,2009,1000,4.2,1.85,0
"1610","Color","Stig Bergqvist",41,78,0,786,"Casey Kasem",971,76501438,"Adventure","Elizabeth Daily","Rugrats in Paris: The Movie",8146,4527,"Debbie Reynolds",0,49,"English","Germany","G",3e+07,2000,844,6.1,1.85,181
"1611","Color","Barbra Streisand",30,132,0,252,"Blythe Danner",769,74787599,"Drama","George Carlin","The Prince of Tides",12549,1936,"Melinda Dillon",1,109,"English","USA","R",3e+07,1991,713,6.6,1.85,883
"1612","Color","Edward Zwick",57,133,380,918,"Brad Pitt",12000,66528842,"Drama","Anthony Hopkins","Legends of the Fall",112175,26388,"Julia Ormond",2,329,"English","USA","R",3e+07,1994,11000,7.5,1.85,11000
"1613","Color","Jason Reitman",391,108,655,940,"Anna Kendrick",24000,83813460,"Drama","J.K. Simmons","Up in the Air",270238,35209,"Chris Lowell",0,452,"English","USA","R",2.5e+07,2009,10000,7.4,1.85,19000
"1614","Color","Alexander Payne",217,125,729,322,"June Squibb",442,65010106,"Comedy","Hope Davis","About Schmidt",107557,1556,"Howard Hesseman",1,612,"English","USA","R",3e+07,2002,344,7.2,1.85,0
"1615","Color","Jonathan Levine",452,98,129,7,"Vincent Leclerc",303,66359959,"Comedy","Cory Hardrict","Warm Bodies",184641,337,"Daniel Rindress-Kay",0,326,"English","USA","PG-13",3.5e+07,2013,18,6.9,2.35,81000
"1616","Color","Rian Johnson",589,119,0,502,"Bruce Willis",23000,66468315,"Action","Joseph Gordon-Levitt","Looper",428916,37387,"Tracie Thoms",0,667,"English","USA","R",3e+07,2012,13000,7.4,2.35,75000
"1617","Color","Chris Weitz",61,87,129,560,"Mark Addy",979,64172251,"Comedy","Chazz Palminteri","Down to Earth",19079,2911,"Wanda Sykes",1,122,"English","USA","PG-13",3e+07,2001,891,5.4,1.85,602
"1618","Color","Chris Noonan",79,91,108,204,"Christine Cavanaugh",405,66600000,"Comedy","Miriam Margolyes","Babe",94435,1185,"Roscoe Lee Browne",0,182,"English","Australia","G",3e+07,1995,368,6.8,1.85,5000
"1619","Color","David Frankel",234,100,64,329,"Steve Carell",11000,63536011,"Comedy","Meryl Streep","Hope Springs",34258,19420,"Jean Smart",2,178,"English","USA","PG-13",3e+07,2012,7000,6.3,2.35,0
"1620","Color","Nicholas Stoller",253,118,89,344,"Jack McBrayer",15000,62877175,"Comedy","Mila Kunis","Forgetting Sarah Marshall",217507,16758,"Maria Thayer",1,325,"English","USA","R",3e+07,2008,975,7.2,1.85,0
"1622","Color","John Singleton",123,109,309,482,"Tony Nappo",1000,74484168,"Action","Josh Charles","Four Brothers",109894,2740,"Fionnula Flanagan",3,340,"English","USA","R",4.5e+07,2005,654,6.9,2.35,0
"1623","Color","Michael McCullers",145,99,5,966,"Amy Poehler",2000,60269340,"Comedy","Tina Fey","Baby Mama",34079,6930,"Romany Malco",2,97,"English","USA","PG-13",3e+07,2008,1000,6,1.85,0
"1624","Color","Forest Whitaker",65,114,0,545,"Harry Connick Jr.",970,60033780,"Drama","Bill Cobbs","Hope Floats",18973,2860,"Gena Rowlands",1,162,"English","USA","PG-13",3e+07,1998,631,5.9,1.85,0
"1625","Color","Gary Winick",152,89,56,545,"Steve Howey",11000,58715510,"Comedy","Anne Hathaway","Bride Wars",79094,13794,"Candice Bergen",2,129,"English","USA","PG",3e+07,2009,826,5.4,1.85,0
"1626","Color","Steven Brill",94,95,65,246,"Scott Adsit",506,58156435,"Adventure","Antony Starr","Without a Paddle",37479,1266,"Bonnie Somerville",3,152,"English","USA","PG-13",1.9e+07,2004,316,5.9,2.35,0
"1627","Color","Gary Winick",119,98,56,533,"Judy Greer",3000,56044241,"Comedy","Jennifer Garner","13 Going on 30",122187,6742,"Christa B. Allen",1,339,"English","USA","PG-13",3.7e+07,2004,2000,6.1,1.85,0
"1628","Color","Woody Allen",487,94,11000,183,"Audrey Fleurot",617,56816662,"Comedy","Kurt Fuller","Midnight in Paris",301149,1289,"Nina Arianda",1,509,"English","Spain","PG-13",1.7e+07,2011,204,7.7,1.85,78000
"1629","Color","Peter Lepeniotis",121,85,7,691,"Brendan Fraser",14000,64238770,"Adventure","Liam Neeson","The Nut Job",19547,18795,"Sarah Gadon",0,64,"English","Canada","PG",4.2e+07,2014,3000,5.8,1.85,0
"1630","Color","Ted Demme",147,124,47,877,"Ethan Suplee",40000,52937130,"Biography","Johnny Depp","Blow",198066,43453,"Jordi Mollà",1,426,"English","USA","R",3e+07,2001,1000,7.6,2.35,13000
"1631","Color","Luis Mandoki",85,131,43,362,"John Savage",18000,52799004,"Drama","Robin Wright","Message in a Bottle",28942,19815,"Raphael Sbarge",0,223,"English","USA","PG-13",5.5e+07,1999,652,6.1,2.35,0
"1632","Color","William Shatner",98,107,0,643,"Nichelle Nichols",12000,55210049,"Action","Leonard Nimoy","Star Trek V: The Final Frontier",43743,14710,"Walter Koenig",1,293,"English","USA","PG",27800000,1989,664,5.4,2.35,0
"1633","Color","John Schultz",39,99,13,837,"Robert Forster",1000,51432423,"Comedy","Brenda Song","Like Mike",15074,3679,"Anne Meara",7,72,"English","USA","PG",3e+07,2002,889,5.1,1.85,1000
"1634","Color","Peter Segal",43,83,88,348,"Fred Ward",3000,51109400,"Comedy","George Kennedy","Naked Gun 33 1/3: The Final Insult",76850,4767,"Priscilla Presley",5,85,"English","USA","PG-13",3e+07,1994,459,6.4,1.85,1000
"1635","Color","John Glen",108,131,46,433,"Alison Doody",1000,50300000,"Action","Patrick Macnee","A View to a Kill",68565,2943,"Tanya Roberts",2,300,"English","UK","PG",3e+07,1985,439,6.3,2.35,0
"1636","Color","Steve Box",209,85,9,100,"Geraldine McEwan",567,56068547,"Animation","Mark Gatiss","The Curse of the Were-Rabbit",98160,1145,"Peter Sallis",0,307,"English","UK","G",3e+07,2005,269,7.5,1.85,0
"1637","Color","Richard LaGravenese",131,126,98,37,"Harry Connick Jr.",18000,53680848,"Drama","Gerard Butler","P.S. I Love You",167967,18726,"Nellie McKay",1,243,"English","USA","PG-13",3e+07,2007,631,7.1,1.85,20000
"1639","Color","Joe Wright",316,123,456,286,"Alfie Allen",19000,50921738,"Drama","Benedict Cumberbatch","Atonement",192930,20499,"Brenda Blethyn",1,581,"English","UK","R",3e+07,2007,1000,7.8,1.85,12000
"1640","Color","Gary Winick",159,105,56,22,"Marcia DeBonis",898,53021560,"Comedy","Vanessa Redgrave","Letters to Juliet",74630,1026,"Luisa Ranieri",1,156,"English","USA","PG",3e+07,2010,60,6.5,2.35,13000
"1641","Color","Ridley Scott",63,125,0,237,"Ken Takakura",939,45645204,"Action","Stephen Root","Black Rain",39306,1748,"Kate Capshaw",2,119,"English","USA","R",3e+07,1989,255,6.6,2.35,0
"1643","Color","Tim Burton",267,77,13000,973,"Christopher Lee",40000,53337608,"Animation","Johnny Depp","Corpse Bride",188785,60683,"Joanna Lumley",1,467,"English","USA","PG",4e+07,2005,16000,7.4,1.85,0
"1645","Color","Denis Villeneuve",478,121,777,219,"Bernardo Saracino",455,46875468,"Action","Edgar Arreola","Sicario",196217,1467,"Daniel Kaluuya",2,461,"English","USA","R",3e+07,2015,221,7.6,2.39,59000
"1646","Color","Antoine Fuqua",305,124,845,424,"50 Cent",15000,52418902,"Drama","Jake Gyllenhaal","Southpaw",147128,16881,"Oona Laurence",0,277,"English","USA","R",3e+07,2015,1000,7.5,2.35,44000
"1647","Color","Sam Raimi",397,99,0,828,"Alison Lohman",2000,42057340,"Horror","Bojana Novakovic","Drag Me to Hell",158354,5642,"Reggie Lee",0,691,"English","USA","PG-13",3e+07,2009,1000,6.6,2.35,11000
"1648","Color","Lee Toland Krieger",214,112,43,1000,"Michiel Huisman",11000,42478175,"Drama","Harrison Ford","The Age of Adaline",93767,15327,"Ellen Burstyn",1,209,"English","USA","PG-13",2.5e+07,2015,2000,7.2,2.35,34000
"1649","Color","Tim McCanlies",82,111,23,1000,"Robert Duvall",3000,41407470,"Comedy","Haley Joel Osment","Secondhand Lions",43378,9638,"Emmanuelle Vaugier",1,292,"English","USA","PG",3e+07,2003,3000,7.6,1.85,0
"1650","Color","Jon M. Chu",138,107,209,357,"Stephen Boss",2000,42385520,"Drama","Alyson Stoner","Step Up 3D",47297,4059,"Facundo Lombard",0,86,"English","USA","PG-13",3e+07,2010,594,6.2,1.85,16000
"1651","Color","John Stockwell",69,104,134,64,"Mika Boorem",585,40118420,"Drama","Faizon Love","Blue Crush",26066,1165,"Sanoe Lake",3,216,"English","USA","PG-13",3e+07,2002,495,5.6,1.85,0
"1652","Color","Marc Forster",253,113,395,77,"Christian Stolte",8000,40137776,"Comedy","Will Ferrell","Stranger Than Fiction",186977,8362,"Danny Rhodes",1,529,"English","USA","PG-13",3.8e+07,2006,189,7.6,1.85,13000
"1653","Color","David Slade",304,113,171,63,"Mark Rendall",430,39568996,"Horror","Danny Huston","30 Days of Night",138435,814,"Megan Franich",0,527,"English","USA","R",3.2e+07,2007,72,6.6,2.35,0
"1654","Color","Drew Goddard",634,95,246,751,"Bradley Whitford",26000,42043633,"Fantasy","Chris Hemsworth","The Cabin in the Woods",277172,29551,"Kristen Connolly",0,986,"English","USA","R",3e+07,2012,821,7,2.35,66000
"1655","Color","Jason Friedberg",111,86,82,362,"Diedrich Bader",869,38232624,"Comedy","Carmen Electra","Meet the Spartans",88518,3854,"Method Man",0,409,"English","USA","PG-13",3e+07,2008,759,2.7,1.85,0
"1656","Color","Martin Brest",77,126,102,497,"Yaphet Kotto",22000,38413606,"Action","Robert De Niro","Midnight Run",54042,23866,"Philip Baker Hall",1,215,"English","USA","R",3e+07,1988,581,7.6,1.85,0
"1657","Color","Paul Michael Glaser",120,101,343,384,"Maria Conchita Alonso",581,38122105,"Action","Yaphet Kotto","The Running Man",112669,2373,"Richard Dawson",1,226,"English","USA","R",2.7e+07,1987,571,6.6,1.37,0
"1658","Color","Frank Oz",63,102,0,413,"Jim Belushi",13000,38747385,"Comedy","Bill Murray","Little Shop of Horrors",49349,15308,"Tisha Campbell-Martin",2,165,"English","USA","PG-13",2.5e+07,1986,854,6.9,1.85,0
"1659","Color","Joe Wright",417,111,456,21,"Vicky Krieps",157,40247512,"Action","Jessica Barden","Hanna",159198,257,"John Macmillan",0,438,"English","USA","PG-13",3e+07,2011,33,6.8,2.35,38000
"1661","Color","John R. Leonetti",59,95,40,342,"Talisa Soto",663,35927406,"Action","Brian Thompson","Mortal Kombat: Annihilation",36363,2266,"Robin Shou",0,256,"English","USA","PG-13",3e+07,1997,349,3.7,1.85,1000
"1662","Color","Tom Hanks",218,98,15000,392,"Rob Riggle",15000,35565975,"Comedy","Tom Hanks","Larry Crowne",49205,16827,"Randall Park",0,184,"English","USA","PG-13",3e+07,2011,839,6.1,2.35,0
"1663","Color","Kimberly Peirce",359,100,108,534,"Judy Greer",17000,35266619,"Drama","Chloë Grace Moretz","Carrie",108242,20051,"Portia Doubleday",1,371,"English","USA","R",3e+07,2013,2000,5.9,2.35,39000
"1664","Color","Liz Friedlander",101,118,3,439,"Yaya DaCosta",1000,34703228,"Drama","Alfre Woodard","Take the Lead",21767,3797,"Jasika Nicole",0,127,"English","USA","PG-13",3e+07,2006,712,6.7,1.85,0
"1666","Color","Phil Joanou",85,125,21,581,"Jurnee Smollett-Bell",12000,38432823,"Crime","Dwayne Johnson","Gridiron Gang",33067,15811,"Kevin Dunn",1,134,"English","USA","PG-13",3e+07,2006,2000,6.9,2.35,0
"1667","Color","Sam Weisman",64,94,39,506,"Larry Miller",1000,32095318,"Comedy","Bernie Mac","What's the Worst That Could Happen?",12466,3664,"Richard Schiff",0,84,"English","USA","PG-13",4.5e+07,2001,611,5.5,1.85,304
"1668","Color","Shane Acker",263,79,30,265,"Alan Oppenheimer",940,31743332,"Action","Martin Landau","9",111117,1594,"Tom Kane",0,245,"English","USA","PG-13",3e+07,2009,271,7.1,1.85,13000
"1669","Color","Steven Soderbergh",450,106,0,273,"David Costabile",17000,32154410,"Crime","Channing Tatum","Side Effects",148327,18469,"Katie Lowes",0,274,"English","USA","R",3e+07,2013,681,7.1,1.85,29000
"1671","Color","Stephen J. Anderson",162,63,15,69,"Robert Lopez",759,26687172,"Adventure","Craig Ferguson","Winnie the Pooh",15600,1002,"Huell Howser",0,55,"English","USA","G",3e+07,2011,73,7.3,1.85,0
"1672","Color","Troy Miller",85,85,14,244,"Mimi Rogers",577,26096584,"Comedy","Elden Henson","Dumb and Dumberer: When Harry Met Lloyd",30651,1653,"Cheri Oteri",0,267,"English","USA","PG-13",1.9e+07,2003,291,3.4,1.37,1000
"1673","Color","Warren Beatty",110,108,631,95,"Kirk Baltz",631,26525834,"Comedy","Warren Beatty","Bulworth",21998,1023,"Graham Beckel",1,227,"English","USA","R",3e+07,1998,199,6.8,1.85,0
"1674","Color","Tate Taylor",165,139,150,400,"Josh Hopkins",521,30513940,"Biography","Tika Sumpter","Get on Up",15843,2060,"Aunjanue Ellis",0,104,"English","USA","PG-13",3e+07,2014,491,6.9,1.85,11000
"1675","Color","Carl Franklin",64,127,73,433,"William Hurt",11000,23209440,"Drama","Meryl Streep","One True Thing",9283,12785,"Tom Everett Scott",3,112,"English","USA","R",3e+07,1998,882,7,1.85,592
"1676","Color","Brett Leonard",44,106,32,650,"Costas Mandylor",18000,24048000,"Action","Denzel Washington","Virtuosity",23579,20772,"Traci Lords",1,88,"English","USA","R",3e+07,1995,723,5.5,2.35,0
"1677","Color","Ivan Reitman",147,95,425,560,"Eddie Izzard",973,22526144,"Comedy","Rainn Wilson","My Super Ex-Girlfriend",53884,2737,"Wanda Sykes",1,203,"English","USA","PG-13",3e+07,2006,776,5.1,2.35,1000
"1678","Color","Scott Derrickson",242,118,301,897,"Dorian Missick",2000,30523568,"Horror","Olivia Munn","Deliver Us from Evil",54447,5697,"Edgar Ramírez",0,201,"English","USA","R",3e+07,2014,1000,6.2,2.35,18000
"1679","Color","Alister Grierson",244,108,24,653,"Rhys Wakefield",2000,23070045,"Adventure","Ioan Gruffudd","Sanctum",47003,3892,"Richard Roxburgh",0,215,"English","USA","R",3e+07,2011,942,5.9,1.85,11000
"1680","Color","Nick Hurran",73,105,34,642,"Kevin Sussman",1000,20422207,"Comedy","Holly Hunter","Little Black Book",15052,4369,"Dave Annable",1,116,"English","USA","PG-13",3.5e+07,2004,681,5.2,2.35,484
"1681","Color","Nicholas Stoller",232,131,89,372,"Jacki Weaver",2000,28644770,"Comedy","Alison Brie","The Five-Year Engagement",78974,3479,"David Paymer",2,141,"English","USA","R",3e+07,2012,401,6.2,1.85,11000
"1682","Color","Charles Stone III",63,104,30,635,"Chris Noth",1000,21800302,"Comedy","Bernie Mac","Mr 3000",12164,4462,"Paul Sorvino",1,63,"English","USA","PG-13",3e+07,2004,962,5.5,1.85,491
"1683","Color","Paul Haggis",239,133,549,343,"Daniel Stern",10000,21129348,"Crime","Olivia Wilde","The Next Three Days",146364,11799,"Aisha Hinds",0,237,"English","USA","PG-13",3.5e+07,2010,796,7.4,2.35,27000
"1684","Color","Kurt Wimmer",158,94,110,277,"Cameron Bright",14000,18500966,"Action","Milla Jovovich","Ultraviolet",70341,15271,"Nick Chinlund",1,830,"English","USA","PG-13",3e+07,2006,829,4.4,1.85,0
"1685","Color","Jean-François Richet",152,109,25,431,"Drea de Matteo",954,19976073,"Action","Brian Dennehy","Assault on Precinct 13",65979,3148,"Hugh Dillon",1,220,"English","USA","R",2e+07,2005,739,6.3,2.35,999
"1686","Color","Antoine Fuqua",105,96,845,488,"Clifton Collins Jr.",978,18967571,"Action","Mira Sorvino","The Replacement Killers",23345,3072,"Patrick Kilpatrick",2,167,"English","USA","R",3e+07,1998,968,6.1,2.35,629
"1687","Color","Kevin Hooks",36,105,114,537,"Stephen Baldwin",4000,17100000,"Action","Salma Hayek","Fled",7073,6152,"Will Patton",1,29,"English","USA","R",2.5e+07,1996,561,5.3,1.85,204
"1688","Color","Ellory Elkayem",181,99,11,762,"Doug E. Doug",19000,17266505,"Action","Scarlett Johansson","Eight Legged Freaks",43764,22554,"Riley Smith",1,291,"English","USA","PG-13",3e+07,2002,953,5.4,2.35,0
"1689","Color","Edward Zwick",219,112,380,2000,"Anne Hathaway",15000,32357532,"Comedy","Jake Gyllenhaal","Love & Other Drugs",143368,31278,"Judy Greer",0,215,"English","USA","R",3e+07,2010,11000,6.7,1.85,24000
"1690","Color","Jon Avnet",158,108,50,494,"Alicia Witt",14000,16930884,"Crime","Al Pacino","88 Minutes",65628,16722,"Deborah Kara Unger",1,262,"English","USA","R",3e+07,2007,975,5.9,2.35,0
"1691","Color","Niki Caro",155,126,51,874,"Charlize Theron",10000,18324242,"Drama","Jeremy Renner","North Country",32815,20563,"Sissy Spacek",4,214,"English","USA","R",3.5e+07,2005,9000,7.3,2.35,0
"1692","Color","Howard Deutch",74,98,41,900,"Matthew Perry",13000,16323969,"Comedy","Bruce Willis","The Whole Ten Yards",45775,18085,"Natasha Henstridge",5,112,"English","USA","PG-13",4e+07,2004,2000,5.5,1.85,462
"1693","Color","Vincenzo Natali",368,104,165,559,"David Hewlett",900,16999046,"Drama","Sarah Polley","Splice",79517,2222,"Delphine Chanéac",0,354,"English","Canada","R",2.6e+07,2009,686,5.8,1.85,12000
"1694","Color","Willard Huyck",81,110,8,322,"Jeffrey Jones",1000,16295774,"Action","Lea Thompson","Howard the Duck",33669,3000,"Jordan Prentice",1,269,"English","USA","PG",3.5e+07,1986,692,4.6,1.85,0
"1695","Color","Gavin O'Connor",154,130,149,798,"Rick Gonzalez",1000,15709385,"Crime","Jennifer Ehle","Pride and Glory",53053,5101,"Frank Grillo",0,132,"English","USA","R",3e+07,2008,807,6.7,1.85,0
"1696","Color","Bruce Hunt",140,93,2,258,"Cole Hauser",849,14888028,"Adventure","Eddie Cibrian","The Cave",28606,2178,"Marcel Iures",0,262,"English","USA","PG-13",3e+07,2005,787,5.1,2.35,0
"1697","Color","Rob Reiner",73,96,0,130,"Lobo Sebastian",372,14208384,"Comedy","David Paymer","Alex & Emma",11520,977,"Robert Costanzo",2,105,"English","USA","PG-13",3e+07,2003,206,5.6,1.85,625
"1698","Color","Paul McGuigan",98,114,118,40,"Christopher Cousins",489,12831121,"Drama","Jessica Paré","Wicker Park",44979,679,"Mark Camacho",0,298,"English","USA","PG-13",3e+07,2004,93,7,2.35,0
"1699","Color","Craig Gillespie",358,106,44,133,"Reid Ewing",596,18298649,"Comedy","Grace Phipps","Fright Night",85024,1393,"Sandra Vergara",1,242,"English","USA","R",3e+07,2011,343,6.4,1.85,23000
"1700","Color","Terrence Malick",222,150,0,855,"Michael Greyeyes",23000,12712093,"Biography","Christian Bale","The New World",70771,27829,"Wes Studi",0,671,"English","USA","PG-13",3e+07,2005,909,6.7,2.35,0
"1701","Color","Chris Roberts",85,100,38,362,"David Suchet",811,11576087,"Action","Saffron Burrows","Wing Commander",14747,2497,"Jürgen Prochnow",3,338,"English","USA","PG-13",3e+07,1999,586,4.1,2.35,858
"1702","Color","Neil Jordan",62,100,277,210,"Aidan Quinn",21000,11900000,"Drama","Robert Downey Jr.","In Dreams",11003,22006,"Paul Guilfoyle",0,148,"English","USA","R",3e+07,1999,767,5.5,1.85,654
"1703","Color","James Wong",130,100,70,99,"Texas Battle",473,9353573,"Action","Ian Whyte","Dragonball: Evolution",56451,1100,"Randall Duk Kim",0,524,"English","USA","PG",4.5e+07,2009,315,2.7,2.35,0
"1704","Color","Jee-woon Kim",376,107,419,165,"James Burnett",971,12026670,"Action","Zach Gilford","The Last Stand",114241,1643,"Christiana Leucas",2,258,"English","USA","R",4.5e+07,2013,236,6.4,2.35,24000
"1705","Color","Nick Hamm",130,102,6,353,"Cameron Bright",22000,14334645,"Drama","Robert De Niro","Godsend",22449,23352,"Munro Chambers",1,191,"English","USA","PG-13",2.5e+07,2004,829,4.8,2.35,387
"1706","Color","Andy Cadiff",65,101,3,120,"Stark Sands",448,12189514,"Comedy","Annabella Sciorra","Chasing Liberty",30092,842,"Terence Maynard",0,129,"English","USA","PG-13",2.3e+07,2004,143,6.1,2.35,0
"1707","Color","Mike Disa",77,86,6,843,"Phil LaMarr",1000,10134754,"Animation","Amy Poehler","Hoodwinked Too! Hood vs. Evil",9682,5393,"Cheech Marin",0,38,"English","USA","PG",3e+07,2011,857,4.8,1.85,0
"1708","Color","Lasse Hallström",107,108,529,83,"Camryn Manheim",11000,8535575,"Drama","Morgan Freeman","An Unfinished Life",24033,11519,"Lynda Boyd",3,152,"English","USA","PG-13",3e+07,2005,329,7,2.35,0
"1709","Color","Terry Gilliam",292,123,0,645,"Lily Cole",10000,7689458,"Adventure","Andrew Garfield","The Imaginarium of Doctor Parnassus",126307,11769,"Verne Troyer",1,210,"English","UK","PG-13",4e+07,2009,785,6.8,1.85,19000
"1712","Color","Brad Furman",184,88,65,681,"John Heard",3000,19316646,"Crime","Justin Timberlake","Runner Runner",52069,5706,"David Costabile",3,95,"English","USA","R",3e+07,2013,697,5.6,2.35,0
"1713","Color","Peter Howitt",123,109,29,91,"Richard Roundtree",779,10965209,"Action","Tyler Labine","Antitrust",25558,1297,"Ned Bellamy",2,221,"English","USA","PG-13",3e+07,2001,240,6.1,2.35,0
"1714","Color","Edward Zwick",60,122,380,2000,"Morgan Freeman",18000,26830000,"Drama","Denzel Washington","Glory",101888,32930,"Matthew Broderick",3,365,"English","USA","R",1.8e+07,1989,11000,7.9,1.85,0
"1715","Color","Sergio Leone",111,251,0,642,"Burt Young",22000,5300000,"Crime","Robert De Niro","Once Upon a Time in America",221000,24719,"Treat Williams",8,495,"English","Italy","R",3e+07,1984,683,8.4,1.85,12000
"1716","Color","Niels Arden Oplev",217,118,76,174,"Isabelle Huppert",3000,10880926,"Action","Dominic Cooper","Dead Man Down",54147,4253,"James Biberi",2,127,"English","USA","R",3e+07,2013,678,6.5,2.35,0
"1717","Color","Michael Radford",117,131,53,548,"Mackenzie Crook",14000,3752725,"Drama","Al Pacino","The Merchant of Venice",29715,16252,"Kris Marshall",3,161,"English","USA","R",1.8e+07,2004,871,7.1,2.35,0
"1718","Color","Neil Jordan",105,109,277,345,"Saïd Taghmaoui",2000,3517797,"Action","Emir Kusturica","The Good Thief",9004,2759,"Tchéky Karyo",0,103,"English","France","R",2.5e+07,2002,378,6.6,1.85,287
"1720","Color","Chris Noonan",124,88,108,135,"Bill Paterson",876,2975649,"Biography","Emily Watson","Miss Potter",23864,1518,"Lucy Boynton",1,142,"English","UK","PG",3e+07,2006,142,7,2.35,0
"1721","Color","Kaige Chen",90,103,45,107,"Toby Leonard Moore",489,668171,"Action","Dong-gun Jang","The Promise",8215,949,"Nicholas Tse",0,132,"Mandarin","China","PG-13",6e+07,2005,181,5.6,2.35,445
"1722","Color","Corey Yuen",110,87,23,748,"Holly Valance",826,480314,"Action","Steve Howey","DOA: Dead or Alive",38503,4473,"Sarah Carter",4,180,"English","USA","PG-13",2.1e+07,2006,816,4.8,2.35,0
"1723","Color","Andrew Dominik",273,160,181,820,"Jeremy Renner",11000,3904982,"Biography","Brad Pitt","The Assassination of Jesse James by the Coward Robert Ford",136104,22516,"Sam Shepard",0,415,"English","USA","R",3e+07,2007,10000,7.5,2.35,0
"1724","Color","Li Zhang",63,121,0,187,"Joan Chen",974,127437,"Action","Bingbing Li","1911",4670,1887,"Jaycee Chan",0,27,"Mandarin","China","R",1.8e+07,2011,643,6,2.35,0
